ID,会社名,所在地,TEL,営業時間,定休日,免許,HP,備考_駐車場,貼貸_住居用,貼貸_事業用,貼貸_土地,貼貸_駐車場,売買_土地,売買_一戸建て,売買_マンション,売買_その他,URL
7614,株式会社トータル・ウィクトル,沖縄県北谷町吉原 1198-1 1F,098-983-7833,09:00〜17:00,土曜日・日曜日・祝日,国土交通大臣(1)第10500号,当社ホームページはこちら,駐車場/あり 3台,0,1,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7614
7615,株式会社ソレイユ,沖縄県沖縄市安慶田 3-11-33 中頭商事ビル 201,098-989-9188,09:00〜18:00,日曜祝日・年末年始,沖縄県知事免許(2)第5119号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,2,0,0,https://www.e-uchina.net/fudosan_kaisha/7615
7616,株式会社　眞和設計,沖縄県北谷町桃原 7-4,080-7647-3297,月-金 09:00〜18:00,土曜・日曜・祝日・年末年始・GW,沖縄県知事免許番号（1）第5196号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7616
7617,ファインライフ・カンパニー（株）沖縄支社,沖縄県豊見城市豊崎 3-81 豊崎ガーデン,098-850-5500,08:30〜17:30,水・日・お盆・年末年始・GW,国土交通大臣免許 （2）第009479号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,7,5,0,0,https://www.e-uchina.net/fudosan_kaisha/7617
7619,ＦＰコンサルタント不動産,沖縄県沖縄市照屋 2-22-30 コーポ上原 102,098-923-4330,09:00〜18:00 【営業時間外や定休日でも、電話は繋がります】,土・日・祝日・GW・お盆・年末年始,沖縄県知事(1)第4788号,当社ホームページはこちら,Googleページでは、口コミ高評価いただきどうもありがとうございます。不動産の売買を通して「お客様に幸せをお届けする」という精神で、目の前の方とのご縁を大切にしております。住宅購入は「支払方法によって総支払金額が100万円前後安くなる」ということはご存知でしょうか？ 弊社はファイナンシャルプランナーが在籍していますので、ライフプランに基づいて「住宅ローンシュミレーション」も行っています。専門が在籍する弊社を活用していただき、無理のない支払いをしていただければと思います。駐車場/あり 4台,0,0,0,0,0,0,0,3,https://www.e-uchina.net/fudosan_kaisha/7619
7620,（株）ムーヌ,沖縄県沖縄市中央 1-8-9,098-853-7333,09:00〜19:00,9時～19時　いつでもお気軽にお問い合わせください。,沖縄県知事免許(2)第5094号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7620
7622,三翔,沖縄県名護市田井等 640,090-9567-8296,月〜土曜日 09:00〜18:00,日曜日,沖縄県知事免許（２）第４８２７号,当社ホームページはこちら,沖縄の土地・建物・収益物件・軍用地の不動産売買は私たちにおまかせください。相談は無料です。まずはお気軽にお問い合わせください。※非公開物件等もございますのでお気軽にお問い合わせください。駐車場/あり 3台,0,0,1,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7622
7627,合同会社ヴィレッジ,沖縄県沖縄市照屋 5-18-20 2A,050-8895-2222,09:00〜17:00,日曜日・GW・お盆・年末年始,沖縄県知事(2)第４８３９号,当社ホームページはこちら,お問い合わせは全て公式LINEにて受け付けています。お友達追加後、メッセージお送りくださいhttps://lin.ee/WutpUbU駐車場/あり 2台,0,0,0,0,2,1,0,2,https://www.e-uchina.net/fudosan_kaisha/7627
7631,株式会社みらいパートナーズ,沖縄県那覇市久米 2-22-16 ラ・シャンブル久米 302,098-943-6225,09:00〜18:00,土曜日・日曜日,沖縄県知事免許(２)第5114号,当社ホームページはこちら,駐車場/あり 1台,1,1,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7631
7632,アンドユー住宅株式会社,沖縄県那覇市安里 1-1-15 なかよし荘204号,098-867-0210,10:00〜17:30 ※営業時間外はお電話にて承ります。ご遠慮なくお問合せください。,土・日・祝祭日・お盆・年末年始・GW,沖縄県知事（1）第5642号,当社ホームページはこちら,駐車場/なし,0,1,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7632
7633,株式会社エムホームズ,沖縄県名護市宇茂佐 1502-5,0980-59-5635,09:30〜18:30,不定休,沖縄県知事免許(２)第4960号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7633
7634,有限会社 ゼント,沖縄県名護市大西 2-9-7,0980-43-8006,10:00〜18:00,土曜日・日曜日・祝祭日,沖縄県知事免許(2)第5009号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7634
7635,株式会社デザインスタジオ琉球樂団,沖縄県浦添市屋富祖 1-3-13,098-874-5600,09:00〜18:00,不定休,沖縄県知事免許(3)第4488号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,1,5,0,0,https://www.e-uchina.net/fudosan_kaisha/7635
7636,株式会社 沖縄不動産YellowYellow,沖縄県浦添市仲西 3-3-26 101号室,098-996-3309,10:00〜18:00,毎週水曜日／毎週日曜日,沖縄県知事免許(1)第5083号,当社ホームページはこちら,駐車場３番、５番をご利用下さい。駐車場/あり 2台,1,0,0,0,8,0,0,4,https://www.e-uchina.net/fudosan_kaisha/7636
7640,株式会社grain（グレイン）,沖縄県浦添市前田 3-2-9 セゾンライト201,098-988-1165,月～金 10:00〜17:00,土曜・日曜・祝日,沖縄県知事免許番号（1）第5105号,当社ホームページはこちら,,1,2,0,0,0,1,0,1,https://www.e-uchina.net/fudosan_kaisha/7640
7641,株式会社エン・コーポレーション,沖縄県浦添市牧港 2-33-7 ライオネットビル702,098-988-3821,10:00〜18:00,土曜・日曜・祝日　（事前予約にて対応）,県知事番号（2）第5126号,当社ホームページはこちら,,1,0,0,0,1,2,0,1,https://www.e-uchina.net/fudosan_kaisha/7641
7642,不動産売却サポート沖縄 株式会社センターマウンテン,沖縄県糸満市照屋 392-1,098-943-9676,10:00〜18:00,毎週火曜・水曜,（2）第5125号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,4,6,3,https://www.e-uchina.net/fudosan_kaisha/7642
7646,プレステージホーム沖縄株式会社,沖縄県沖縄市与儀 3-15-1,098-923-1140,10:00〜18:00,水、お盆、年末年始,沖縄県知事(3)第4503号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7646
7655,(株)ハウスドゥ・ジャパン　ハウスドゥ 家・不動産買取専門店　糸満,沖縄県糸満市西崎 6-19-2 1階,098-840-8061,平日 09:00〜17:30土・祝日 09:00〜17:30,水曜日・日曜日,国土交通大臣（2）第9821号,当社ホームページはこちら,提携のコインパーキングあり！（アットパーク西崎6丁目 第1）駐車料金は弊社にて負担いたします♪駐車場/あり 40台,0,0,0,0,6,2,0,0,https://www.e-uchina.net/fudosan_kaisha/7655
7656,サンサンあさひ株式会社,沖縄県沖縄市大里 2-31-18,098-989-6728,月-土 10:00〜18:00,日曜日、第四土曜日、GW、旧盆、年末年始,沖縄県知事(2)第5128号,当社ホームページはこちら,現在、事務所建替え中のため、一時「仮店舗」へ移動しております。※仮店舗住所：沖縄県沖縄市大里3-18-19駐車場/あり 4台,2,2,0,7,1,2,0,3,https://www.e-uchina.net/fudosan_kaisha/7656
7657,(株)南西不動産,沖縄県石垣市大川 20-5,0980-83-7660,月ー土 10:00〜19:00,毎週日曜日,沖縄県知事免許(2)第5136号,当社ホームページはこちら,,0,2,1,0,5,4,0,0,https://www.e-uchina.net/fudosan_kaisha/7657
7661,令和住宅管理,沖縄県八重瀬町屋宜原 23-62,098-914-0202,10:00〜17:00,日曜、祝祭日、お盆、GW、年末年始,沖縄県知事（2）第5068号,当社ホームページはこちら,駐車場/あり 1台,2,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7661
7663,総合管理業　なかよく,沖縄県那覇市天久 1090-1,098-927-3074,10:00〜18:00,土・日・祝祭日,沖縄県知事(1)第5563号,当社ホームページはこちら,新着物件が出ましたら随時掲載しますのでお見逃しなく!!!駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7663
7664,株式会社明光不動産,沖縄県西原町上原 2-12-4,098-943-5723,10:00〜19:00,土日祝日,沖縄県知事(2)第5134号,当社ホームページはこちら,駐車場/あり,0,0,0,0,5,1,0,1,https://www.e-uchina.net/fudosan_kaisha/7664
7665,TreS株式会社,沖縄県宜野湾市伊佐 3-15-12 1,098-943-3596,10:00〜18:00,日、お盆、年末年始、GW,沖縄県知事（1）第6022号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7665
7666,安里駅前不動産(株),沖縄県那覇市安里 2-6-35,098-860-7110,10:00〜17:30 早朝・１９時以降のご案内可能♪お気軽にお問い合わせください,火・水曜日は休みます♪,沖縄県知事（2）5121号,当社ホームページはこちら,駐車場/あり 1台,81,1,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7666
7668,株式会社　東豊,沖縄県浦添市内間 1-10-7 イーストビル3階,098-875-3115,10:00〜18:00,水曜日・年末年始,沖縄知事免許(3)第4390号,当社ホームページはこちら,,0,0,0,0,0,0,7,0,https://www.e-uchina.net/fudosan_kaisha/7668
7670,合同会社丸伊不動産　Housing by Uni Plus,沖縄県宜野湾市真志喜 3-17-10 102,098-800-2556,平日 09:00〜18:00土曜日 10:00〜18:00,日・祝日,沖縄県知事免許番号(2)第5161号,当社ホームページはこちら,駐車場/あり 5台,2,1,0,0,1,7,2,8,https://www.e-uchina.net/fudosan_kaisha/7670
7671,合同会社豊栄商事,沖縄県那覇市上間 199-1 屋比久アパート B101,098-831-8960,09:00〜17:00,土・日・祝日,沖縄県知事(2)第5006号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7671
7672,合同会社プライスライフ,沖縄県浦添市屋富祖 2-3-9,098-879-2488,月-土 09:00〜18:00,日曜・水曜日,沖縄県知事免許番号（2）第5013号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7672
7673,株式会社元和,沖縄県宜野湾市大山 2-31-29 1F,098-943-0215,10:00〜18:00,日曜日,沖縄県知事免許(1)第5145号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7673
7674,合同会社沖縄ビーチ不動産,沖縄県国頭村奥間 1958,0980-43-7458,08:30〜17:00,不定休,沖縄県知事免許番号(2)第5164号,当社ホームページはこちら,◆売買専門。目立つ立地やオーシャンビュー等の事業向け物件が得意です。本島北部（やんばる）ならではの山林・農地も預かることが多いです。◆特に、何らかの形で水が利用できる山林に出会うとワクワクします。売れないだろうと思っている山林をお持ちの方、世の中には思いがけない需要があって売れることがありますよ。よかったらお声掛けください。無料で査定します。◆事務所は本島最北端の国頭村にありますが、名護市内で活動していることが多いです。売却のご相談・商談等は本島内であればどこへでも行きます。駐車場/あり 2台,0,0,0,0,28,6,1,9,https://www.e-uchina.net/fudosan_kaisha/7674
7676,キャンハウジング,沖縄県うるま市高江洲 825-18,098-914-1355,月-日 09:00〜19:00,不定休,沖縄県知事免許番号（2）第5081号,当社ホームページはこちら,事務所不在の際は、携帯へ連絡ください。０７０－５４８２－５３０４（喜屋武）駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7676
7677,株式会社　南国,沖縄県沖縄市比屋根 1-2-1,098-979-9636,月‐金 10:00〜17:00,土・日・祝日,沖縄県知事免許番号（1）第5095号,当社ホームページはこちら,駐車場/あり 5台,5,1,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7677
7678,華業地産株式会社,沖縄県那覇市おもろまち 4-6-19 FLEXおもろまち 302,098-996-1632,09:30〜18:30,火曜日・水曜日・年末年始,沖縄県知事(2)第5056,当社ホームページはこちら,,0,0,0,0,1,0,3,0,https://www.e-uchina.net/fudosan_kaisha/7678
7679,ACTLEAD,沖縄県那覇市赤嶺 2-3-1 Fステージ赤嶺 ステーションC,080-7238-3248,月−日 10:00〜19:00,火曜日,沖縄県知事免許番号（2）第5140号,当社ホームページはこちら,沖縄県那覇市小禄にある不動産業者 ACTLEAD（アクトリード）です。ATLEADは2009年に開業したHAIRACTという美容室に併設しています。沖縄の玄関口である那覇空港駅の一駅隣（モノレール赤嶺駅南口階段降りて目の前）にありスタッフが親切・丁寧・誠実に対応させて頂きます。お客様に寄り添いニーズに合わせたご提案を一番に考えていますお部屋探し・ご購入・売却のお手伝い。賃貸管理。不動産業全般。本島南部をメインとした不動産会社です。不動産という高価な売買をスタッフ一同全力でサポートさせていただきます。一駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7679
7681,株式会社　新崎不動産,沖縄県南風原町照屋 40-6,098-996-2433,07:00〜17:30 電話でのお問合せは時間外も受け付けております。,不定休,沖縄県知事（２）第５１４９号,当社ホームページはこちら,駐車場/あり 1台,1,1,2,0,9,69,0,2,https://www.e-uchina.net/fudosan_kaisha/7681
7682,株式会社Mr.KINJO石垣島,沖縄県石垣市浜崎町 2-3-27,0980-87-0661,火曜日～土曜日 10:00〜19:00,日曜日、月曜日、祝日,沖縄県知事(2)第4955号,当社ホームページはこちら,石垣市浜崎町2-3-27ホテルMr.KINJOグランドキャッツ1階https://maps.app.goo.gl/JAE36otLB8KTLoDL9駐車場/あり 1台,3,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7682
7683,株式会社紫興業,沖縄県読谷村波平 1817-3,098-989-8644,10:00〜17:00,水曜・土曜・日曜・祝祭日・年末年始,沖縄県知事(2)第5041号,当社ホームページはこちら,murasaki.k2000@gmail.com駐車場/あり,2,0,0,0,0,2,0,0,https://www.e-uchina.net/fudosan_kaisha/7683
7684,株式会社ファンスタイルリゾート,沖縄県那覇市泊 1-2-3 ファンスタイル泊ビル2F,098-866-4100,10:00〜19:00,水曜日,沖縄県知事免許（2）第4773号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,2,2,5,0,https://www.e-uchina.net/fudosan_kaisha/7684
7687,株式会社　琉美不動産,沖縄県北谷町美浜 1-3-11,098-943-3636,平日 10:00〜19:00土日祝日 10:00〜19:00,年末年始,沖縄県知事免許(2)第5075号,当社ホームページはこちら,店舗正面以外にも駐車場のご用意があります。駐車場/あり 3台,0,0,0,0,14,84,0,2,https://www.e-uchina.net/fudosan_kaisha/7687
7688,株式会社　アルチェハウジング,沖縄県那覇市銘苅 1-4-13 2F,098-917-0202,09:00〜18:00祝日 10:00〜17:00,土曜日・日曜日,沖縄県知事（2）第５１２４号,当社ホームページはこちら,弊社１階に駐車場がございますのでご利用ください。駐車場/あり 5台,15,4,0,1,0,2,0,4,https://www.e-uchina.net/fudosan_kaisha/7688
7689,株式会社デライトハウジング,沖縄県浦添市宮城 4-10-1,098-975-7355,10:00〜19:00,火･水,沖縄県知事（2）第5191号,当社ホームページはこちら,駐車場/あり 1台,1,1,0,0,6,34,3,1,https://www.e-uchina.net/fudosan_kaisha/7689
7690,株式会社AHC沖縄,沖縄県那覇市おもろまち 3-7-15 グランドヒル新都心ビル 1-B,098-917-5968,月-日 09:30〜19:30,水曜日,沖縄県知事免許番号（2）第5046号,当社ホームページはこちら,駐車場/あり 4台,0,0,0,0,0,6,0,0,https://www.e-uchina.net/fudosan_kaisha/7690
7691,（有）嶺建設　不動産企画開発部,沖縄県うるま市勝連平安名 123,098-978-7822,月-土 08:30〜17:30,日曜日,沖縄県知事免許番号（1）第5732号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7691
7694,STグラン株式会社,沖縄県浦添市牧港 1-22-14,098-942-6682,月-金 09:30〜17:30,土・日・祝祭日（事前連絡で対応可）,沖縄県知事免許番号（1）第5630号,当社ホームページはこちら,mail:stgran@herb.ocn.ne.jp駐車場/あり 2台,3,0,0,0,8,0,1,7,https://www.e-uchina.net/fudosan_kaisha/7694
7695,（株）ララホーム,沖縄県南風原町宮平 256,098-851-8056,月火木金土日 09:00〜19:00,毎週水曜日、第1、第3日曜日、第2、第4木曜日,沖縄県知事免許番号（2）第5204号,当社ホームページはこちら,インスタグラムにて広告未掲載物件、多数掲載中♪その他、お客様のご要望をお聞き出来ましたら希望に合う物件お探し致します♪駐車場/あり 3台,0,2,0,0,28,19,2,3,https://www.e-uchina.net/fudosan_kaisha/7695
7696,株式会社ルーツ･ギビィング,沖縄県豊見城市与根 50-90 ルーツメディカルビル3F,098-856-7221,09:00〜18:00,日曜日・祝日,沖縄県知事免許(1)第5197号,当社ホームページはこちら,事務所は友愛医療センター隣接地、薬局があるビル３階になります。駐車場/あり 10台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7696
7697,株式会社Homestead,沖縄県うるま市石川東恩納 943-7,098-989-8843,09:00〜18:00,水曜日,沖縄県知事(2)第5190号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,6,1,0,2,https://www.e-uchina.net/fudosan_kaisha/7697
7699,VILLA IMG,沖縄県那覇市牧志 1-1-14 安木屋ビル4階,098-869-3575,10:00〜18:00,日曜・祝日･年末年始,沖縄県知事免許(2)5167号,当社ホームページはこちら,駐車場/なし,0,0,0,0,3,8,7,7,https://www.e-uchina.net/fudosan_kaisha/7699
7704,株式会社スイッチ,沖縄県那覇市長田 1-8-12,098-995-8677,月-金 09:00〜18:00,土・日・祝祭日,沖縄県知事免許番号（1）5201号,当社ホームページはこちら,店舗前に駐車できます。駐車場/あり 1台,0,0,0,0,4,0,1,0,https://www.e-uchina.net/fudosan_kaisha/7704
7706,（株）座波商会,沖縄県浦添市城間 3019 番地,098-878-0523,09:00〜17:00,土・日・祝日,沖縄県知事免許番号（3）第4355号,当社ホームページはこちら,駐車場/あり 10台,0,2,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7706
7707,株式会社ランドマーク・コーポレーション,沖縄県うるま市高江洲 1050-4,098-988-7036,10:00〜18:00 事前受付にて日曜・祝日もご案内致します,日・祝日・お盆・年末年始・GW,沖縄県知事免許(2)第5181号,当社ホームページはこちら,"インスタグラムでは非公開物件なども情報発信しています♪不動産業歴15年以上の夫婦で営んでおります。”沖縄の不動産といえば""の目印（ランドマーク）となれるよう活動しています！沖縄県内中部エリアを中心に、県内各所にて不動産売買の仲介・買取り行ってます。駐車場/あり 3台",0,1,0,0,2,2,1,5,https://www.e-uchina.net/fudosan_kaisha/7707
7709,（株）ミカサホーム,沖縄県沖縄市比屋根 7-24-23 1階,098-989-9856,10:00〜17:00,不定休,沖縄県知事（１）第5170号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7709
7711,あさと不動産　合同会社,沖縄県宜野湾市志真志 4-3-10,098-963-4101,09:00〜18:00,土・日・祝日(定休日は連絡営業有り),沖縄県知事(2)第5198号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,1,5,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7711
7716,有限会社マルトモ不動産,沖縄県名護市宮里 1-5-30 松田アパート 101,0980-43-6936,月-金 09:00〜17:00,土曜日・日曜日・祝祭日 ・慰霊の日・旧盆・年末年始,沖縄県知事(2)第5220号,当社ホームページはこちら,店舗前に1台分、敷地外約40ｍ先に2台分あり駐車場/あり 3台,1,1,5,1,42,8,0,5,https://www.e-uchina.net/fudosan_kaisha/7716
7717,株式会社NEXT STAGE,沖縄県那覇市おもろまち 4-16-5 サンライズGINOZA3F,098-988-4011,10:00〜19:00,日曜日、祭日、夏季休暇、年末年始,沖縄県知事(2)第5221号,当社ホームページはこちら,海邦銀行新都心支店の3階になります。駐車場/あり 5台,3,0,0,0,4,0,0,22,https://www.e-uchina.net/fudosan_kaisha/7717
7719,沖縄リアルター(株),沖縄県沖縄市美里 5-24-6 メゾン向陽 101,098-983-4622,09:00〜18:00,土・日曜日,沖縄県知事免許(2)第4996号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,2,0,2,https://www.e-uchina.net/fudosan_kaisha/7719
7720,合同会社 クールヤー,沖縄県那覇市辻 2-18-3 5F,098-854-6228,09:00〜18:00,"土、日、祝日、GW,年末年始",沖縄県知事免許(2)第5173号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7720
7722,合同会社　Nroom,沖縄県沖縄市久保田 1-7-25,098-983-8751,09:00〜21:00 ※営業時間外でも電話対応可能です。お気軽にお問合せ下さい。,年中無休,沖縄県知事（2）第5165号,当社ホームページはこちら,合同会社Nroomは、沖縄市・うるま市を中心に、不動産売却・相続不動産・空き家・空き土地・不動産買取・軍用地相談を行う地域密着型の不動産会社です。地域相場・成約データ・現地確認をもとに、売る・残す・貸す・買取する選択肢を整理し、売却前の判断からサポートします。駐車場/あり 2台,0,0,0,0,4,9,0,0,https://www.e-uchina.net/fudosan_kaisha/7722
7723,まごころホーム株式会社,沖縄県沖縄市知花 6-11-40 1F,098-923-0731,09:00〜17:30,日曜日・祝日,沖縄県知事（1）第5324号,当社ホームページはこちら,駐車場/あり 4台,2,0,2,0,27,19,3,11,https://www.e-uchina.net/fudosan_kaisha/7723
7724,(有)たけちゃんほーむ　宮古島店,沖縄県宮古島市平良字下里 1246-1,0980-75-0833,平日 10:00〜18:00,土･日･祝日,沖縄県知事免許番号(6)3365号,当社ホームページはこちら,駐車場/あり 6台,5,6,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7724
7725,株式会社オフィス名嘉,沖縄県西原町上原 2-11-4 2階,098-943-1661,09:00〜18:00,不定休,沖縄県知事免許番号(2)第5133号,当社ホームページはこちら,ファイナンシャルプランナー(ＦＰ)がライフプランをお手伝いします。駐車場/あり 1台,0,0,0,0,0,1,0,0,https://www.e-uchina.net/fudosan_kaisha/7725
7727,株式会社カミエステート,沖縄県浦添市安波茶 1-27-9 すえひろビル 201,098-800-1753,月〜金 10:00〜18:00,土・日・祝,沖縄県知事免許(1)第5241号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,1,1,0,0,https://www.e-uchina.net/fudosan_kaisha/7727
7728,株式会社エムハウジング,沖縄県名護市東江 4-7-5,0980-43-0519,10:00〜17:00,不定休,沖縄県知事免許(1)5238号,当社ホームページはこちら,建物奥、向かって左から2列が駐車区画となります。駐車場/あり 4台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7728
7729,合同会社　ライム不動産,沖縄県宮古島市平良字下里 172-4,0980-72-3971,09:30〜18:00,土・日・祝日,沖縄県知事免許番号（1）5235号,当社ホームページはこちら,駐車場/なし,1,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7729
7730,タフホーム株式会社,沖縄県那覇市寄宮 148-6 102,098-851-3220,月-金 09:00〜18:00第１、３土曜日 10:00〜16:00,日曜・祝日・第２、第４、第５土曜日,沖縄県知事免許番号（2）第5160号,当社ホームページはこちら,駐車場/あり 3台,0,2,0,2,1,0,0,2,https://www.e-uchina.net/fudosan_kaisha/7730
7731,ヤマダ不動産那覇本店,沖縄県那覇市銘苅 1-11-14 ショーリセM那覇新都心 202,098-917-1683,月-日 09:00〜18:00,水曜日,沖縄県知事免許番号（1）第5252号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7731
7732,有限会社一水社不動産部　沖縄支店,沖縄県那覇市田原 3-7-2 小禄リースビル 306,098-996-1253,09:00〜18:00,土曜・日曜・祝祭日,国土交通大臣（17）第2号,当社ホームページはこちら,駐車場/あり,0,0,0,0,4,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7732
7733,株式会社GENKI,沖縄県うるま市安慶名 384,098-989-8658,09:00〜18:00,土・日・祝,沖縄県知事（2）第5023号,当社ホームページはこちら,不動産売買、その他店舗改装事業まで！お客様の様々なご要望に、必ず！！お応えしていきます！ 不動産のことなら株式会社GENKIまで！【主な事業内容】・店舗改装事業（厨房機器の販売及び買取、業務用エアコンの販売、フード・ダクトの販売、各種脱臭装置の販売)・不動産事業（不動産.軍用地の売買・仲介・買取、コンテナハウスの販売）・清掃/消臭事業(ホテル民泊客室等清掃、除菌消臭)・営業代行・米軍基地関連事業駐車場/あり 5台,0,1,0,0,1,0,0,10,https://www.e-uchina.net/fudosan_kaisha/7733
7735,(株)エイト企画沖縄不動産,沖縄県糸満市喜屋武 1303-1,098-800-1770,10:00〜18:00,不定休,沖縄県知事第(1)5253号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,5,0,1,2,https://www.e-uchina.net/fudosan_kaisha/7735
7736,(株)HIDE　ホルス不動産,沖縄県沖縄市泡瀬 5-21-10 1F,098-989-9715,10:00〜19:00,水曜・日曜日・GW・お盆・年末年始,沖縄県知事免許番号（2）第5231号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,2,2,4,6,https://www.e-uchina.net/fudosan_kaisha/7736
7737,美ら星不動産株式会社,沖縄県那覇市安里 2-6-23 インペリアルハイム喜納I 708,098-917-4710,09:00〜18:00,年中無休,沖縄県知事免許(2)5222号,当社ホームページはこちら,駐車場/なし,0,0,0,0,1,1,3,0,https://www.e-uchina.net/fudosan_kaisha/7737
7738,(株)トウシン不動産,沖縄県与那原町板良敷 586-6 1F,098-888-3839,10:00〜19:00 〇不動産業仲介業務・土地・建物・相続の悩み　無料コンサルで対応致します。,水曜日（※事前ご予約で時間外・定休日もご相談可能です。）,沖縄県知事免許第(2)5192号　（※2020.9.2 創業致しました。）,当社ホームページはこちら,※2台目も駐車場調整対応致します。◆（有資格）・宅地建物取引士・2級ファイナンシャルプランナー・相続診断士・上級定借アドバイザー駐車場/あり 1台,0,0,0,0,0,1,2,0,https://www.e-uchina.net/fudosan_kaisha/7738
7739,株式会社 親川不動産,沖縄県沖縄市美里 4-16-5 ユートピアビル101号,098-989-1311,09:00〜18:30,水曜日,沖縄県知事（1）第5411号,当社ホームページはこちら,駐車場/あり 3台,0,2,0,0,9,5,0,0,https://www.e-uchina.net/fudosan_kaisha/7739
7741,合同会社KOU,沖縄県名護市仲尾次 932-6,0980-43-7032,09:00〜17:00,不定休,沖縄県知事免許番号(2)第5259号,当社ホームページはこちら,駐車場/あり 2台,0,0,1,0,18,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7741
7742,株式会社ハイサイ不動産,沖縄県うるま市みどり町 1-1-6 平川ビル 3F,098-989-1485,10:00〜19:00,水曜日,沖縄県知事（1）第5275号,当社ホームページはこちら,ハイサイ不動産では、新型コロナウィルス感染防止対策を実施しております。ご案内の際には、マスク着用、アルコール消毒を徹底しております。事務所内では、密集・密接・密室を避け、営業時間内は換気対策をしております。駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7742
7745,（株）RIRY STAR,沖縄県沖縄市泡瀬 2-28-17,098-923-2391,10:00〜19:00,水曜日,沖縄県知事免許(1)第5250号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/7745
7746,合同会社URIBA,沖縄県那覇市具志 3-12-17 かなえマンション301,098-995-9931,09:00〜18:00,ナシ,沖縄県知事(2)第5271号,当社ホームページはこちら,駐車場/あり 4台,3,3,0,1,2,2,0,2,https://www.e-uchina.net/fudosan_kaisha/7746
7747,株式会社COCORO　HOME,沖縄県宜野湾市大謝名 3-3-5 ラグアス大謝名スカイヒル 501,098-943-5668,09:00〜18:00,不定休　年末年始,沖縄県知事（2）第5255号,当社ホームページはこちら,駐車場/あり 2台,1,0,0,0,0,1,3,0,https://www.e-uchina.net/fudosan_kaisha/7747
